name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
dubai,2023-05-21T14:00:00,102.1,102.4,58.8,24.26,0,0,,0,0,14.1,8,279,1007,100,6.2,663,2.4,7,8,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-21T15:00:00,102.1,102.4,58.8,24.21,0,0,,0,0,13.9,7,339,1007,100,6.2,344,1.2,3,8,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-21T16:00:00,102,100.8,55.2,21.36,0,0,,0,0,11.9,6.9,329,1007,78.7,6.2,488,1.8,5,8,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-21T17:00:00,102.1,101.6,57,22.77,0,0,,0,0,8.3,6.9,320,1007,100,6.2,169,0.6,2,8,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-21T18:00:00,98.6,98.4,58.8,26.95,0,0,,0,0,7.2,10.2,320,1007,100,6.2,145,0.5,1,8,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-21T19:00:00,96.5,97,60.7,30.76,0,0,,0,0,9.4,10.2,310,1006.9,60,6.2,36,0.1,0,8,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-21T20:00:00,96.6,96.3,59,28.77,0,0,,0,0,13,5.8,350,1007,100,6.2,0,0,0,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-21T21:00:00,94.9,96,62.4,34.32,0,0,,0,0,10.7,7.9,19,1007,89.4,6.2,0,0,0,19,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-21T22:00:00,94.6,95.8,62.5,34.76,0,0,,0,0,5.6,5.8,29,1008,61.3,6.2,0,0,0,15,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-21T23:00:00,93,94.9,64.3,38.8,0,0,,0,0,6.3,5.7,48,1008,100,6.2,0,0,0,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T00:00:00,93,93.1,60.8,34.38,0,0,,0,0,6,6.8,70,1007,99.8,6.2,0,0,0,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T01:00:00,91.3,92.1,62.5,38.44,0,0,,0,0,6,6.9,90,1007,61.3,6.2,10,0,0,15,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-22T02:00:00,91.3,92,62.5,38.52,0,0,,0,0,2.9,5.8,121,1006,100,6.2,110,0.4,0,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-22T03:00:00,91.2,92,62.5,38.55,0,0,,0,0,0.4,2.3,353,1006,100,6.2,344,1.2,0,8,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-22T04:00:00,92.9,93,60.7,34.25,0,0,,,0,6.5,4.7,39,1006.1,61.3,6.2,507,1.8,0,15,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-22T05:00:00,91.1,91.9,62.5,38.64,0,0,,0,0,4.5,3.3,60,1006,100,6.2,615,2.2,0,8,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-22T06:00:00,91.1,91.1,60.8,36.4,0,0,,0,0,4.5,4.7,70,1006,100,6.2,667,2.4,7,5,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-22T07:00:00,91.3,91.3,60.9,36.41,0,0,,0,0,2.5,5.8,28,1007.2,78.8,6.2,658,2.4,7,5,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-22T08:00:00,89.4,96.1,71.5,55.59,0,0,,0,0,4,9.1,319,1009,27.5,6.2,570,2.1,6,3,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-22T09:00:00,93.1,93.2,60.9,34.43,0,0,,0,0,6,20.6,281,1010,25.7,6.2,440,1.6,4,8,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
dubai,2023-05-22T10:00:00,94.8,94.3,59,30.52,0,0,,0,0,8.3,16,359,1010,39.6,6.2,261,0.9,3,8,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-22T11:00:00,98.5,97.6,57.1,25.43,0.004,100,rain,0,0,17.9,9.2,359,1010,99.8,6.2,46,0.2,0,30,"Rain, Overcast",rain,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-22T12:00:00,100.3,99,55.4,22.61,0,0,,0,0,7.6,12.7,19,1009,84,6.2,239,0.9,2,5,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T13:00:00,100.4,98.9,55.1,22.33,0,0,,0,0,4.5,11.4,312,1009.1,38,6.2,403,1.5,4,5,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T14:00:00,98.6,98.3,58.7,26.87,0,0,,0,0,6.7,13.8,320,1009,4.9,6.2,874,3.1,9,5,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T15:00:00,98.6,98.4,58.7,26.92,0,0,,0,0,8.1,11.4,329,1008,0,6.2,829,3,8,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T16:00:00,96.9,97.3,60.6,30.22,0,0,,0,0,6,17,300,1008.1,78,6.2,664,2.4,7,3,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T17:00:00,94.9,99.5,67.8,41.32,0,0,,0,0,5.1,4.7,18,1007,0,6.2,459,1.7,5,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T18:00:00,98.5,99.2,60.6,28.81,0,0,,0,0,6,2.3,320,1007,0,6.2,240,0.9,2,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T19:00:00,95,96.2,62.6,34.44,0,0,,0,0,8.3,4.8,330,1007.1,38,6.2,48,0.2,0,8,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T20:00:00,93,95,64.2,38.74,0,0,,0,0,8.7,9.2,330,1008,1,6.2,0,0,0,8,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T21:00:00,93,95,64.3,38.81,0,0,,0,0,6.7,6.9,39,1008,4.7,6.2,0,0,0,8,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T22:00:00,91.3,92.9,64.1,40.61,0,0,,0,0,11.4,4.7,78,1009,5,6.2,0,0,0,15,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-22T23:00:00,91.2,92.9,64.3,41.2,0,0,,0,0,13.9,5.8,51,1009,28.4,6.2,0,0,0,15,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T00:00:00,91.1,92.9,64.4,41.36,0,0,,0,0,6.9,5.7,80,1008,8.9,6.2,0,0,0,8,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T01:00:00,89.3,91.8,66,46.33,0,0,,0,0,5.4,5.6,89,1008.1,5,6.2,9,0,0,8,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-23T02:00:00,89.4,92,66.1,46.41,0,0,,0,0,5.1,4.6,1,1007,7.6,6.2,97,0.3,0,5,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-23T03:00:00,89.4,92.1,66.1,46.22,0,0,,0,0,6.9,5.9,159,1007,80.2,6.2,343,1.2,0,5,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-23T04:00:00,89.3,90.7,64.1,43.38,0,0,,,0,3.6,3.3,140,1007.1,40,6.2,507,1.8,0,5,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-23T05:00:00,87.6,90,66,48.95,0,0,,0,0,1.6,2.2,350,1008,3.6,6.2,616,2.2,0,5,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-23T06:00:00,89.3,95.7,71.2,55.4,0,0,,0,0,4.7,3.3,320,1008,3.6,6.2,669,2.4,7,5,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-23T07:00:00,87.7,95.2,72.9,61.84,0,0,,0,0,5.1,10.8,330,1009.1,10.8,6.2,656,2.4,7,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-23T08:00:00,91.3,92.1,62.6,38.66,0,0,,0,0,5.4,8.1,330,1010,28.1,6.2,575,2.1,6,3,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-23T09:00:00,94.9,94.4,59,30.32,0,0,,0,0,6,5.8,312,1010,5.1,6.2,437,1.6,4,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-23T10:00:00,95.1,93.4,55.4,26.52,0,0,,0,0,6.9,9.1,340,1010.1,11.3,6.2,245,0.9,2,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-23T11:00:00,100.3,99.6,57,24.01,0,0,,0,0,8.7,6.8,264.6,1010,100,6.2,42,0.2,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-23T12:00:00,100.4,99.6,57,23.95,0,0,,0,0,9.4,6.9,240,1009,100,6.2,934,3.4,9,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T13:00:00,102,101.4,56.9,22.71,0,0,,0,0,10.5,9.2,290,1009,49.3,6.2,939,3.4,9,8,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T14:00:00,102.2,102.4,58.7,24.13,0,0,,0,0,12.3,12.7,289,1008,100,6.2,868,3.1,9,8,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T15:00:00,102.2,103.4,60.6,25.78,0,0,,0,0,13.9,12.8,290,1007,100,6.2,785,2.8,8,8,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T16:00:00,100.3,100.4,58.8,25.61,0,0,,0,0,14.8,14,299,1007.1,40,6.2,617,2.2,6,8,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T17:00:00,98.5,99.2,60.6,28.84,0,0,,0,0,15.4,15.1,309,1007,100,6.2,394,1.4,4,8,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T18:00:00,94.9,97.1,64.3,36.67,0,0,,0,0,13.4,17.2,309,1007,100,6.2,152,0.5,2,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T19:00:00,93.2,97.3,67.6,43.36,0,0,,0,0,10.7,8.1,320,1007.1,59.3,6.2,43,0.2,0,15,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T20:00:00,93.1,95,64.3,38.78,0,0,,0,0,10.3,6.9,329,1007,100,6.2,0,0,0,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T21:00:00,91.3,96.7,69.6,49.25,0,0,,0,0,8.9,5.7,338,1008,100,6.2,0,0,0,30,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T22:00:00,91.3,95.1,67.6,46.07,0,0,,0,0,6,4.7,340,1008.1,30,6.2,0,0,0,15,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-23T23:00:00,91.1,94,66.1,43.9,0,0,,0,0,3.8,4.6,68,1008,100,6.2,0,0,0,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T00:00:00,91.1,92.8,64.4,41.33,0,0,,0,0,2.2,4.7,70,1007,100,6.2,0,0,0,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T01:00:00,89.4,91.8,65.9,46.02,0,0,,0,0,2,8,91,1007.1,10,6.2,9,0,0,5,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-24T02:00:00,89.4,91,64.3,43.48,0,0,,0,0,2.2,2.2,120,1007,100,6.2,92,0.3,0,5,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-24T03:00:00,87.7,89.2,64.3,45.99,0,0,,0,0,3.8,3.4,179,1007,5,6.2,289,1,0,5,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-24T04:00:00,87.6,88.2,62.3,42.9,0,0,,,0,4.3,3.4,159,1007,81.3,6.2,505,1.8,0,5,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-24T05:00:00,85.8,86.5,62.4,45.64,0,0,,0,0,4.3,3.3,208,1007,100,6.2,621,2.2,0,5,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-24T06:00:00,85.8,86.5,62.4,45.62,0,0,,0,0,6.7,4.7,210,1007,40.7,6.2,669,2.4,7,5,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-24T07:00:00,85.9,86.4,62.2,45.17,0,0,,0,0,8.7,4.7,209,1008,38,6.2,657,2.4,7,5,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-24T08:00:00,89.6,88.7,58.8,35.62,0,0,,0,0,10.5,8,170,1008,99.9,6.2,580,2.1,6,5,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-24T09:00:00,95,93.7,57,28.25,0,0,,0,0,11.4,6.9,199,1008,53.4,6.2,443,1.6,4,3,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-24T10:00:00,98.7,97.2,55.2,23.62,0,0,,0,0,11,7,209,1008.2,11.3,6.2,262,0.9,3,5,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-24T11:00:00,102.2,100.9,55.2,21.25,0,0,,0,0,13,9.2,230,1008,62.2,6.2,43,0.2,0,5,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-24T12:00:00,102.1,104.4,62.5,27.67,0,0,,0,0,17.2,14.9,309,1008,99.4,6.2,977,3.5,10,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T13:00:00,100.2,104.5,65.9,32.98,0,0,,0,0,18.1,16.1,300,1008,40.7,6.2,966,3.5,10,15,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T14:00:00,98.5,102.7,66.2,35,0,0,,0,0,17.9,17.2,309,1007,0,6.2,876,3.2,9,15,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T15:00:00,96.8,100.5,66.1,36.87,0,0,,0,0,16.6,16.1,309,1007,100,6.2,765,2.8,8,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T16:00:00,96.6,99,64.2,34.7,0,0,,0,0,15.7,17.2,299,1006.1,60,6.2,602,2.2,6,15,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T17:00:00,95,99.6,67.7,41.2,0,0,,0,0,17,16,319,1006,100,6.2,369,1.3,4,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T18:00:00,93.1,98.9,69.6,46.49,0,0,,0,0,17.9,11.4,330,1006,100,6.2,162,0.6,2,30,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T19:00:00,91.1,98,71.3,52.32,0,0,,0,0,14.3,8,349,1006.1,78.8,6.2,33,0.1,0,30,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T20:00:00,91.3,95.4,68,46.53,0,0,,0,0,11.4,5.7,360,1006,100,6.2,0,0,0,30,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T21:00:00,89.5,93.3,67.9,49.16,0,0,,0,0,7.8,5.7,302,1006,100,6.2,0,0,0,30,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T22:00:00,89.6,94.8,69.7,52.14,0,0,,0,0,4.3,4.6,265,1007,30.8,6.2,0,0,0,30,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-24T23:00:00,89.4,96,71.4,55.51,0,0,,0,0,2.9,4.7,237,1007,0,6.2,0,0,0,15,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-25T00:00:00,89.4,94.4,69.6,52.28,0,0,,0,0,4.5,2.2,330,1006,97,6.2,0,0,0,15,Overcast,cloudy,"OMSJ,41194099999,OMDW,OMDB,41196099999"
dubai,2023-05-25T01:00:00,89.4,94.4,69.5,51.98,0,0,,0,0,3.4,2.2,46,1006,11.8,6.2,13,0,0,15,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-25T02:00:00,89.3,94.3,69.5,52.31,0,0,,0,0,4.5,3.3,202,1005,0,6.2,87,0.3,0,5,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-25T03:00:00,87.5,90.9,67.7,52.06,0,0,,0,0,7.6,2.4,114,1005,0,6.2,305,1.1,0,5,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-25T04:00:00,87.4,91,67.9,52.55,0,0,,,0,6.9,3.4,180,1005.2,0,6.2,378,1.4,0,5,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-25T05:00:00,84.1,88.2,69.6,61.72,0,0,,0,0,6.3,5.8,199,1006,0,6.2,518,1.9,0,5,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-25T06:00:00,84,86.3,66,54.85,0,0,,0,0,8.7,4.6,189,1006,0,6.2,585,2.1,6,5,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-25T07:00:00,86,89.2,67.6,54.41,0,0,,0,0,8.9,6.9,180,1007.2,78.8,6.2,349,1.3,3,3,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-25T08:00:00,89.5,91,64.2,43.18,0,0,,0,0,10.1,8,199,1008,97.9,6.2,173,0.6,2,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-25T09:00:00,93.2,93.2,60.5,33.78,0,0,,0,0,10.5,9.1,219,1008,100,6.2,117,0.4,1,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-25T10:00:00,100.2,98.7,55.2,22.53,0,0,,0,0,12.3,4.8,209,1007.9,40,6.2,61,0.2,1,5,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-25T11:00:00,104,101,49.6,16.39,0,0,,0,0,14.8,9.3,180,1007,75,6.2,15,0.1,0,5,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-25T12:00:00,105.8,102.3,47.8,14.55,0,0,,0,0,16.1,10.3,248,1007,77.3,6.2,964,3.5,10,5,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-25T13:00:00,107.5,104.9,50.3,15.14,0,0,,0,0,17.9,10.3,239,1006.1,78.7,6.2,975,3.5,10,8,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-25T14:00:00,100.4,109.7,71.4,39.56,0,0,,0,0,19.7,18.2,319,1006,73,6.2,895,3.2,9,15,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-25T15:00:00,93.3,107.2,76.7,58.84,0,0,,0,0,20.6,21.9,319,1006,0,4.3,812,2.9,8,38,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-25T16:00:00,95,98.5,66.2,39.08,0,0,,0,0,18.6,19.6,309,1006,60.4,6.2,671,2.4,7,38,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-25T17:00:00,94.9,101.1,69.6,44.09,0,0,,0,0,17.2,17.2,309,1006,95.9,6.2,403,1.5,4,30,Overcast,cloudy,"OMSJ,OMDW,OMDB"
dubai,2023-05-25T18:00:00,93.2,100.5,71.2,49.07,0,0,,0,0,13.2,12.7,310,1005,100,6.2,201,0.7,2,38,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-25T19:00:00,93.1,96.3,66.3,41.46,0,0,,0,0,5.6,8,331,1005.2,80,6.2,38,0.1,0,30,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-25T20:00:00,94.8,96.9,64.3,36.82,0,0,,0,0,2.7,5.7,314,1006,99.7,6.2,0,0,0,30,Overcast,cloudy,"OMSJ,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-25T21:00:00,94.8,96.9,64.3,36.81,0,0,,0,0,1.8,3.4,80,1006,98.6,6.2,0,0,0,30,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-25T22:00:00,94.8,96,62.6,34.55,0,0,,0,0,3.1,3.4,119,1006,78.7,6.2,0,0,0,30,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-25T23:00:00,94.8,95,60.7,32.47,0,0,,0,0,4.7,3.3,190,1006,75.8,6.2,0,0,0,15,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-26T00:00:00,93,94.8,64.2,38.76,0,0,,0,0,5.8,4.6,240,1005,91.2,6.2,0,0,0,15,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-05-26T01:00:00,91.4,95.1,67.5,45.68,0,0,,0,0,4.5,4.7,209,1005.1,76.7,6.2,14,0.1,0,15,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-26T02:00:00,91.3,94,65.9,43.41,0,0,,0,0,6.9,3.4,209,1005,1.1,6.2,90,0.3,0,15,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-26T03:00:00,89.5,93.1,67.7,48.77,0,0,,0,0,9.2,4.7,209,1005,0,6.2,146,0.5,0,15,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-26T04:00:00,87.6,90,66.1,48.98,0,0,,,0,10.5,5.8,200,1005.1,30,6.2,175,0.6,0,30,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-26T05:00:00,87.7,92.4,69.5,54.9,0,0,,0,0,9.8,4.7,229,1005,0,6.2,132,0.5,0,30,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-26T06:00:00,87.7,90.1,66,48.77,0,0,,0,0,12.3,4.7,179,1006,0,5,193,0.7,2,15,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-26T07:00:00,86.1,88.3,65.8,50.95,0,0,,0,0,14.5,5.8,219,1006.2,8.1,5,219,0.8,2,15,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-26T08:00:00,89.6,92.1,66,45.87,0,0,,0,0,15.7,5.9,210,1007,0,5,229,0.8,2,15,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-26T09:00:00,93.2,95.1,64.1,38.33,0,0,,0,0,18.3,8.1,200,1007,5,6.2,257,0.9,3,15,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-26T10:00:00,98.6,97.6,56.9,25.14,0,0,,0,0,18.1,11.5,210,1007.1,5.5,6.2,162,0.6,2,8,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-05-26T11:00:00,102.2,100.9,55.2,21.23,0,0,,0,0,20.4,12.8,230,1007,0,6.2,26,0.1,0,8,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
