name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
dubai,2023-03-09T00:00:00,78.5,78.5,44.4,29.9,0,0,,0,0,9.6,5.8,90,1014,85.4,6.2,12,0,0,10,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T01:00:00,76.8,76.8,46,33.64,0,0,,0,0,11.6,4.6,91,1013.1,25.4,6.2,92,0.3,0,10,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T02:00:00,76.6,76.6,44.5,31.9,0,0,,0,0,12.8,5.8,91,1013,99.2,6.2,337,1.2,0,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T03:00:00,76.7,76.7,42.8,29.83,0,0,,0,0,12.1,3.4,120,1012,99.7,6.2,556,2,0,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T04:00:00,76.5,76.5,42.9,30.12,0,0,,,0,9.6,3.3,121,1012.1,30,6.2,746,2.7,0,10,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T05:00:00,74.8,74.8,46.3,36.28,0,0,,0,0,7.6,4.6,71,1012,39.9,6.2,892,3.2,0,10,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T06:00:00,73.1,73.1,49.7,43.58,0,0,,0,0,6,3.4,71,1013,33.8,6.2,991,3.6,0,10,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T07:00:00,74.7,74.7,51.4,44.16,0,0,,0,0,7.2,4.7,160,1014.1,30.5,6.2,982,3.5,10,10,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T08:00:00,75,75,51.5,43.77,0,0,,0,0,9.6,6.9,61,1014,0,6.2,889,3.2,9,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T09:00:00,80.6,79.5,46.2,29.98,0,0,,0,0,11,5.9,122,1015,0,6.2,740,2.7,7,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T10:00:00,85.9,83.3,47.9,26.88,0,0,,0,0,11.4,8.2,170,1015.2,9.8,6.2,556,2,6,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T11:00:00,89.6,86.4,48,23.99,0,0,,0,0,8.9,11.4,181,1015,0,6.2,336,1.2,3,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T12:00:00,93.2,89.5,46.1,19.93,0,0,,0,0,7.8,12.7,190,1015,0,5,105,0.4,1,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T13:00:00,94.9,90.7,42.4,16.46,0,0,,0,0,8.1,8,209,1014,40,6.2,11,0,0,10,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-09T14:00:00,91.3,89.9,56.8,31.33,0,0,,0,0,9.6,11.4,329,1013,5,6.2,872,3.1,9,5,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-09T15:00:00,89.6,87.7,55,31.01,0,0,,0,0,11,12.7,319,1012,79.9,6.2,761,2.7,8,5,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-09T16:00:00,89.5,86.9,51.8,27.73,0,0,,0,0,12.5,12.7,338,1012.1,30,6.2,549,2,5,5,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-09T17:00:00,89.5,86.6,49.9,25.73,0,0,,0,0,14.1,12.7,340,1012,10.8,6.2,332,1.2,3,5,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-09T18:00:00,87.7,85,50,27.41,0,0,,0,0,15.7,9.2,19,1012,0,6.2,139,0.5,1,5,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-09T19:00:00,85.7,83.9,53.3,33.05,0,0,,0,0,15.4,10.2,29,1013.1,39.3,6.2,6,0,0,5,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-09T20:00:00,85.8,83.7,51.7,31.07,0,0,,0,0,17,5.8,29,1014,100,6.2,0,0,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-09T21:00:00,84,82.3,51.7,32.9,0,0,,0,0,14.3,6.8,39,1014,99.7,6.2,0,0,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-09T22:00:00,82.2,80.8,50,32.65,0,0,,0,0,14.3,6.7,71,1014.1,52,6.2,0,0,0,3,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-09T23:00:00,82.1,81,51.7,34.83,0,0,,0,0,12.3,4.7,70,1014,100,6.2,0,0,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-10T00:00:00,82.1,81,51.9,35.17,0,0,,0,0,12.1,5.8,51,1013,100,6.2,9,0,0,5,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T01:00:00,80.3,80.1,53.3,39.39,0,0,,0,0,14.5,3.3,90,1013.1,41.3,6.2,60,0.2,0,5,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T02:00:00,80.3,79.9,51.7,37.08,0,0,,0,0,14.5,5.8,70,1012,100,6.2,344,1.2,0,5,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T03:00:00,80.3,79.7,49.9,34.71,0,0,,0,0,16.1,5.8,81,1012,100,6.2,545,2,0,5,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T04:00:00,82,80.4,46.4,28.75,0,0,,,0,19.5,12.6,111,1012.2,61.3,6.2,737,2.7,0,5,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T05:00:00,80.3,79.2,44.6,28.45,0,0,,0,0,17.7,8.1,140,1013,100,6.2,866,3.1,0,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T06:00:00,77,77,48,36,0,0,,0,0,20.4,10.4,131,1013,100,6.2,934,3.4,0,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T07:00:00,78.6,78.6,42.4,27.58,0,0,,0,0,20.4,8.1,172,1014,78.7,6.2,831,3,8,10,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T08:00:00,78.7,78.7,39,24.13,0,0,,0,0,22.8,9.2,161,1014,100,6.2,708,2.5,7,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T09:00:00,82.3,80.1,37.3,20.06,0,0,,0,0,20.4,11.5,171,1015,0,6.2,705,2.5,7,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T10:00:00,84.1,81.4,40.6,21.55,0,0,,0,0,19,13.8,171,1015.1,78.8,6.2,574,2.1,6,10,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T11:00:00,86,82.9,42.5,21.79,0,0,,0,0,14.8,8.1,191,1015,0,6.2,321,1.2,3,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T12:00:00,87.8,84.4,42.5,20.61,0,0,,0,0,11.6,5.9,190,1014,0,5,100,0.4,1,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T13:00:00,89.6,85.9,42.5,19.48,0,0,,0,0,8.9,8,185,1014,89.3,6.2,7,0,0,10,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-10T14:00:00,91.1,87.2,41.3,17.67,0,0,,0,0,8.1,5,165,1013,98.9,6.2,835,3,8,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-10T15:00:00,86,84.9,56.8,37.13,0,0,,0,0,8.5,12.6,28,1012,100,6.2,697,2.5,7,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-10T16:00:00,86,84.2,53.6,33.07,0,0,,0,0,11.4,11.2,27,1012.1,88,6.2,489,1.8,5,10,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-10T17:00:00,85.9,83.8,51.7,30.88,0,0,,0,0,13.4,9.1,10,1012,100,6.2,148,0.5,1,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-10T18:00:00,85.9,84.4,55.2,35.12,0,0,,0,0,13.6,11.3,39,1012,100,6.2,48,0.2,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-10T19:00:00,85.7,83.6,51.6,31.06,0,0,,0,0,14.1,9,59,1013.1,80.7,6.2,4,0,0,3,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-10T20:00:00,84,82.6,53.5,35.06,0,0,,0,0,14.8,11.2,50,1013,100,6.2,0,0,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-10T21:00:00,84,82.6,53.4,34.96,0,0,,0,0,14.3,8,51,1014,100,6.2,0,0,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-10T22:00:00,83.8,82.1,51.5,32.83,0,0,,0,0,14.1,10.2,70,1013.1,61.3,6.2,0,0,0,3,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-10T23:00:00,82.2,80.7,48.1,30.43,0,0,,0,0,12.3,5.8,91,1013,72.1,6.2,0,0,0,3,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-11T00:00:00,82.1,80.6,48,30.38,0,0,,0,0,10.5,4.7,71,1013,76.3,6.2,11,0,0,10,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T01:00:00,80.5,79.6,47.8,31.88,0,0,,0,0,11.2,2.3,20,1013.2,49.3,6.2,78,0.3,0,10,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T02:00:00,80.3,79.5,48,32.35,0,0,,0,0,5.8,3.3,71,1013,100,6.2,315,1.1,0,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T03:00:00,80.2,79.4,46.3,30.36,0,0,,0,0,7.8,3.4,81,1012,66.8,6.2,535,1.9,0,10,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T04:00:00,80,79.2,46.2,30.46,0,0,,,0,8.7,6.7,100,1012.2,28.7,6.2,718,2.6,0,10,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T05:00:00,76.6,76.6,48.1,36.56,0,0,,0,0,7.4,7.9,99,1012,4.6,6.2,849,3.1,0,10,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T06:00:00,76.6,76.6,49.8,39.05,0,0,,0,0,7.4,5.7,81,1013,4.6,6.2,915,3.3,0,10,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T07:00:00,74.9,74.9,49.7,41.16,0,0,,0,0,7.8,3.3,81,1014.1,10,6.2,978,3.5,10,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T08:00:00,76.8,76.8,49.8,38.77,0,0,,0,0,9.8,6.9,92,1014,4.6,6.2,867,3.1,9,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T09:00:00,80.6,79.8,49.8,34.2,0,0,,0,0,9.6,2.4,162,1015,1.9,6.2,511,1.8,5,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T10:00:00,84,82,49.6,30.42,0,0,,0,0,8.1,7.1,210,1016,30,6.2,223,0.8,2,10,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T11:00:00,86,83.6,49.7,28.69,0,0,,0,0,6.9,6.9,269,1015,0,6.2,308,1.1,3,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T12:00:00,87.8,84.8,48.1,25.49,0,0,,0,0,6.9,11.4,280,1015,0,6.2,93,0.3,1,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T13:00:00,87.9,85.4,51.6,28.88,0,0,,0,0,6,9.1,308,1014,30,6.2,5,0,0,10,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-11T14:00:00,89.5,86.9,51.6,27.52,0,0,,0,0,7.4,10.3,310,1013,3.8,6.2,861,3.1,9,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-11T15:00:00,87.8,85.7,53.4,31,0,0,,0,0,7.6,9.1,329,1012,4.9,6.2,751,2.7,8,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-11T16:00:00,87.8,84.9,48.2,25.54,0,0,,0,0,6.7,8,310,1012.1,28.7,6.2,581,2.1,6,3,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-11T17:00:00,89.5,86.9,51.6,27.49,0,0,,0,0,7.2,6.9,310,1012,4,6.2,366,1.3,4,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-11T18:00:00,87.7,85.3,51.6,29.06,0,0,,0,0,7.2,5.8,281,1012,5,6.2,139,0.5,1,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-11T19:00:00,87.6,84.9,49.7,27.18,0,0,,0,0,6,4.7,310,1013,11.3,6.2,6,0,0,3,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-11T20:00:00,85.9,83.3,48.2,27.21,0,0,,0,0,8.1,5.8,340,1013,5.6,6.2,0,0,0,3,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-11T21:00:00,85.7,82.8,44.7,23.94,0,0,,0,0,7.8,3.3,323,1014,1.9,6.2,0,0,0,3,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-11T22:00:00,85.5,82.8,46.3,25.54,0,0,,0,0,6.3,4.7,3,1014.1,5,6.2,0,0,0,3,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-11T23:00:00,83.8,82,50,31.01,0,0,,0,0,6,6.9,110,1014,5,6.2,0,0,0,3,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-12T00:00:00,82,81.2,53.4,37.35,0,0,,0,0,9.8,2.3,94,1014,4.9,6.2,12,0,0,3,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T01:00:00,81.8,80.8,51.6,35.15,0,0,,0,0,9.2,4.7,79,1013.2,0,6.2,39,0.1,0,3,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T02:00:00,80.2,80,53.4,39.66,0,0,,0,0,9.8,3.4,70,1013,0,6.2,176,0.6,0,8,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T03:00:00,78.4,78.4,62.1,57.4,0,0,,0,0,9.8,5.8,30,1013,0,6.2,162,0.6,0,8,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T04:00:00,78.5,78.5,62.1,57.32,0,0,,,0,10.5,7.9,20,1013.1,0,6.2,410,1.5,0,8,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T05:00:00,76.6,76.6,65.7,69.01,0,0,,0,0,10.3,5.7,61,1013,0,6.2,389,1.4,0,8,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T06:00:00,74.8,74.8,64,68.94,0,0,,0,0,10.3,5.8,101,1014,0,6.2,421,1.5,0,3,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T07:00:00,73,73,60.5,64.88,0,0,,0,0,9.8,5.9,110,1014.2,0,5,445,1.6,4,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T08:00:00,75,75,60.5,60.74,0,0,,0,0,9.4,4.7,120,1015,0,6.2,810,2.9,8,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T09:00:00,78.7,78.7,58.9,50.58,0,0,,0,0,8.7,5.8,100,1015,0,6.2,214,0.8,2,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T10:00:00,85.7,83.9,53.3,32.95,0,0,,0,0,8.1,5.8,90,1015.2,0,6.2,164,0.6,2,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T11:00:00,89.6,86.4,48,23.99,0,0,,0,0,6.9,6.9,79,1015,0,6.2,98,0.4,1,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T12:00:00,93.1,89.7,47.9,21.36,0,0,,0,0,6,5.8,100,1014,0,6.2,25,0.1,0,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-12T13:00:00,91.2,88.9,53.6,28.03,0,0,,0,0,6.7,12.7,330,1013.1,0,6.2,916,3.3,9,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-12T14:00:00,93.1,91.1,55.1,27.99,0,0,,0,0,8.3,9.2,330,1012,0,6.2,879,3.2,9,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-12T15:00:00,93.1,90.3,51.6,24.55,0,0,,0,0,11.2,10.3,340,1012,20.1,6.2,770,2.8,8,3,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-12T16:00:00,94.9,92.1,51.4,23.05,0,0,,0,0,13.9,13.8,10,1011.1,10,6.2,596,2.1,6,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-12T17:00:00,89.6,86.7,50,25.87,0,0,,0,0,13,13.7,9,1011,26.5,6.2,378,1.4,4,3,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-12T18:00:00,89.5,86.6,50,25.92,0,0,,0,0,12.1,10.2,9,1011,95.8,6.2,145,0.5,1,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-12T19:00:00,87.4,85,51.6,29.3,0,0,,0,0,9.6,10.2,19,1011.2,10,6.2,7,0,0,3,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-12T20:00:00,85.7,84.7,56.9,37.57,0,0,,0,0,10.5,6.8,38,1012,3.9,6.2,0,0,0,3,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-12T21:00:00,83.9,82.8,55.2,37.49,0,0,,0,0,12.1,5.8,50,1012,100,6.2,0,0,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-12T22:00:00,83.7,82.3,53.4,35.36,0,0,,0,0,10.3,4.8,90,1012.2,100,6.2,0,0,0,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-12T23:00:00,81.9,81.1,53.5,37.58,0,0,,0,0,9.8,5.9,89,1012.1,100,6.2,0,0,0,10,Overcast,cloudy,"41194099999,41194599999,41196099999"
dubai,2023-03-13T00:00:00,82.1,80.6,48,30.53,0,0,,0,0,7.8,4.7,101,1012,100,6.2,9,0,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
dubai,2023-03-13T01:00:00,82.1,80.3,44.6,26.78,0,0,,0,0,8.1,3.4,138,1011.2,48.7,6.2,78,0.3,0,3,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-13T02:00:00,82,80.2,44.5,26.82,0,0,,0,0,9.8,3.4,129,1011,100,6.2,216,0.8,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-13T03:00:00,80.3,79.2,44.5,28.33,0,0,,0,0,11.2,4.7,50,1011,100,6.2,141,0.5,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
dubai,2023-03-13T04:00:00,78.8,78.8,48.9,35.07,0,0,,,0,11.6,6.8,51,1010.9,58.7,6.2,214,0.8,0,5,Partially cloudy,partly-cloudy-night,"41194099999,41194599999,41196099999,E1978"
dubai,2023-03-13T05:00:00,78.4,78.4,46.3,32.2,0,0,,0,0,8.9,5.8,82,1011,100,6.2,691,2.5,0,5,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-13T06:00:00,76.7,76.7,46.2,33.97,0,0,,0,0,9.6,3.4,71,1011,100,6.2,293,1.1,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-13T07:00:00,76.7,76.7,46.3,34.11,0,0,,0,0,7.8,2.5,92,1012.1,80.7,6.2,169,0.6,2,3,Partially cloudy,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-13T08:00:00,80.3,79.2,42.8,26.46,0,0,,0,0,8.9,5.8,130,1012,100,6.2,159,0.6,2,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-13T09:00:00,84.1,81.6,44.4,24.95,0,0,,0,0,12.1,8.1,160,1013,100,6.2,132,0.5,1,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-13T10:00:00,85.9,83.3,47.9,26.79,0,0,,0,0,13,8.2,151,1013.1,100,6.2,124,0.4,1,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-13T11:00:00,87.8,85.1,49.8,27.19,0,0,,0,0,13.4,8.1,161,1013,0,6.2,86,0.3,1,10,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-13T12:00:00,91.4,88,48.1,22.75,0,0,,0,0,12.3,9.2,180,1012,100,6.2,25,0.1,0,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999,E1978"
dubai,2023-03-13T13:00:00,93.1,89.9,49.8,22.97,0,0,,0,0,12.5,7,201,1011,100,6.2,564,2,6,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-13T14:00:00,93.2,89.7,48,21.42,0,0,,0,0,21.5,9.2,240,1010,100,6.2,589,2.1,6,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-13T15:00:00,93.1,90,49.9,23.03,0,0,,0,0,19,10.3,288,1010,100,6.2,367,1.3,4,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-13T16:00:00,89.6,87,51.5,27.32,0,0,,0,0,18.1,14,270,1010.1,97.8,6.2,290,1,3,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-13T17:00:00,85.9,84.1,53.5,33.01,0,0,,0,0,19,13.9,280,1010,0,6.2,198,0.7,2,3,Clear,clear-day,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-13T18:00:00,82.4,82.8,60.5,47.64,0,0,,0,0,19.9,13.9,279,1011,100,6.2,90,0.3,1,3,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-13T19:00:00,80.4,82.4,65.9,61.52,0,0,,0,0,19.2,17.2,290,1012.1,100,6.2,2,0,0,10,Overcast,cloudy,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-13T20:00:00,78.7,78.7,71.4,78.22,0,0,,0,0,19.2,25.1,309,1012,25.7,5,0,0,0,10,Partially cloudy,partly-cloudy-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
dubai,2023-03-13T21:00:00,76.9,76.9,67.8,73.54,0,0,,0,0,14.1,19.5,310,1014,0,5.6,0,0,0,10,Clear,clear-night,"OMSJ,41194099999,41194599999,OMDW,OMDB,41196099999"
